Movie_Id, Genre_Id
516, 1
516, 17
516, 16
517, 13
517, 3
517, 4
518, 2
518, 1
518, 12
519, 1
519, 10
519, 8
520, 5
520, 1
521, 11
521, 1
522, 2
522, 1
522, 12
523, 11
523, 1
524, 1
524, 7
525, 11
525, 17
526, 11
526, 14
527, 3
527, 4
527, 11
528, 11
528, 1
528, 8
529, 1
529, 17
529, 19
530, 3
530, 4
530, 18
531, 5
531, 1
531, 6
532, 4
532, 1
532, 10
533, 11
533, 1
533, 14
534, 11
535, 3
535, 4
535, 5
536, 11
536, 1
536, 8
537, 5
537, 1
537, 15
538, 3
538, 4
538, 9
539, 18
539, 12
540, 5
540, 1
540, 6
541, 2
541, 1
541, 16
542, 11
542, 16
542, 8
543, 1
543, 12
544, 4
544, 5
544, 1
545, 1
545, 16
546, 1
546, 8
547, 4
547, 1
548, 4
548, 1
548, 9
549, 1
550, 1
550, 12
550, 9
551, 2
551, 20
551, 12
552, 11
552, 1
552, 10
553, 11
553, 1
553, 14
554, 1
554, 20
554, 8
555, 2
555, 20
555, 16
556, 1
556, 20
557, 11
557, 8
558, 11
558, 1
558, 8
559, 3
559, 4
559, 8
560, 11
560, 17
560, 19
561, 4
561, 18
561, 7
562, 1
562, 18
563, 3
563, 11
563, 2
564, 3
564, 1
564, 12
565, 1
565, 17
566, 1
567, 3
567, 1
567, 6
568, 11
568, 1
569, 5
569, 1
569, 6
570, 4
570, 11
570, 14
571, 3
571, 2
571, 1
572, 13
572, 3
572, 4
573, 5
573, 1
573, 21
574, 1
575, 1
575, 6
575, 15
576, 3
576, 4
576, 7
577, 3
577, 4
577, 7
578, 2
578, 1
578, 16
579, 1
579, 8
580, 13
580, 5
580, 2
581, 5
581, 11
581, 1
582, 1
582, 16
583, 1
584, 1
584, 8
585, 11
585, 8
586, 13
586, 3
586, 4
587, 11
587, 1
587, 10
588, 11
588, 1
588, 14
589, 13
589, 5
589, 1
590, 13
590, 4
590, 11
591, 2
591, 1
591, 16
592, 11
592, 1
592, 8
593, 13
593, 3
593, 4
594, 5
594, 11
594, 1
595, 1
595, 12
596, 3
596, 2
596, 1
597, 2
597, 1
597, 16
598, 4
598, 5
598, 2
599, 3
599, 2
599, 1
600, 5
600, 1
600, 6
601, 2
601, 1
601, 16
602, 3
602, 2
602, 12
603, 4
603, 10
604, 1
604, 6
604, 16
605, 2
605, 1
605, 16
606, 1
606, 6
606, 12
607, 11
607, 1
608, 5
608, 1
608, 21
609, 3
609, 12
610, 1
610, 6
610, 15
611, 1
611, 17
611, 8
612, 4
612, 10
613, 1
614, 1
614, 16
614, 8
615, 2
615, 1
616, 5
616, 2
616, 1
617, 3
617, 4
617, 10
618, 1
618, 10
618, 8
619, 3
619, 4
619, 1
620, 11
620, 1
621, 3
621, 11
621, 16
622, 1
622, 10
622, 8
623, 1
623, 14
623, 19
624, 11
624, 2
624, 1
625, 1
625, 8
626, 5
626, 1
626, 21
627, 13
627, 4
627, 11
628, 3
628, 4
628, 7
629, 5
629, 1
629, 17
630, 1
631, 1
631, 8
632, 4
632, 5
632, 1
633, 2
633, 1
634, 13
634, 11
634, 1
635, 3
635, 1
635, 12
636, 3
636, 4
636, 1
637, 13
637, 1
637, 10
638, 5
638, 1
638, 21
639, 3
639, 4
639, 10
640, 1
641, 4
641, 1
641, 8
642, 3
642, 2
642, 12
643, 5
643, 1
643, 12
644, 5
644, 1
644, 14
645, 13
645, 4
645, 11
646, 1
646, 8
647, 2
647, 1
647, 8
648, 1
648, 7
648, 12
649, 3
649, 1
649, 16
650, 1
651, 5
651, 11
651, 1
652, 1
653, 3
653, 5
653, 1
654, 11
654, 1
654, 14
655, 1
655, 8
656, 11
656, 1
657, 3
657, 2
657, 1
658, 2
658, 1
658, 8
659, 13
659, 3
659, 2
660, 3
660, 2
660, 12
661, 11
661, 1
662, 1
662, 10
662, 17
663, 2
663, 1
664, 1
664, 12
665, 5
665, 1
666, 13
666, 4
666, 1
667, 5
667, 1
667, 6
668, 3
668, 2
668, 1
669, 4
669, 11
669, 7
670, 2
670, 1
670, 6
671, 3
671, 4
671, 7
672, 3
672, 11
672, 10
673, 11
674, 11
674, 2
674, 1
675, 4
675, 11
675, 14
676, 1
677, 11
677, 1
678, 5
678, 1
678, 6
679, 3
679, 11
679, 10
680, 4
680, 5
680, 1
681, 11
681, 2
681, 1
682, 14
682, 7
683, 1
684, 1
684, 8
685, 9
686, 4
686, 6
686, 15
687, 1
687, 16
687, 12
688, 13
688, 7
689, 2
689, 1
689, 12
690, 3
690, 2
690, 1
691, 1
691, 17
691, 19
692, 14
692, 10
692, 19
693, 1
694, 12
695, 11
695, 1
696, 3
696, 5
696, 2
697, 1
697, 14
697, 19
698, 11
698, 14
698, 10
699, 3
699, 1
699, 6
700, 1
700, 8
701, 18
702, 2
702, 1
703, 3
703, 4
703, 1
704, 3
704, 2
704, 1
705, 4
705, 11
705, 20
706, 20
706, 12
707, 4
707, 1
707, 9
708, 16
708, 12
709, 11
709, 14
709, 8
710, 1
710, 18
710, 7
711, 11
711, 19
711, 15
712, 3
712, 2
712, 1
713, 1
713, 18
713, 7
714, 1
715, 1
715, 8
716, 3
716, 4
716, 11
717, 2
717, 1
717, 16
718, 18
718, 16
718, 12
719, 3
719, 4
719, 12
720, 11
720, 1
720, 8
721, 11
721, 18
722, 13
722, 1
722, 14
723, 5
723, 1
723, 8
724, 3
724, 4
724, 11
725, 1
725, 8
726, 11
726, 1
727, 11
727, 1
728, 1
728, 8
729, 1
729, 21
730, 1
730, 17
730, 8
731, 3
731, 4
731, 7
732, 1
732, 17
732, 19
733, 4
733, 11
733, 1
734, 13
734, 4
734, 11
735, 13
735, 4
735, 1
736, 1
737, 11
737, 10
737, 8
738, 13
738, 3
738, 4
739, 1
739, 7
739, 12
740, 3
740, 4
740, 7
741, 1
741, 15
742, 5
742, 1
743, 3
743, 4
743, 7
744, 11
745, 3
745, 4
745, 12
746, 11
746, 1
746, 8
747, 5
747, 1
747, 12
748, 11
748, 1
748, 8
749, 4
749, 14
749, 10
750, 13
750, 4
750, 11
751, 5
751, 1
751, 6
752, 13
752, 1
752, 10
753, 5
753, 2
753, 1
754, 11
754, 1
754, 8
755, 13
755, 4
755, 11
756, 2
756, 1
756, 10
757, 2
757, 1
758, 1
758, 7
758, 12
759, 1
760, 5
760, 1
760, 6
761, 2
761, 1
761, 16
762, 3
762, 2
762, 1
763, 1
763, 6
763, 17
764, 5
764, 1
764, 17
765, 13
765, 4
765, 11
766, 1
766, 12
766, 15
767, 1
767, 8
768, 3
768, 2
768, 1
769, 2
769, 1
769, 12
770, 3
770, 11
770, 10
771, 3
771, 16
771, 12
772, 1
772, 12
773, 5
773, 1
773, 17
774, 11
774, 1
775, 4
775, 14
775, 10
776, 3
776, 2
776, 1
777, 13
777, 1
777, 14
778, 3
778, 1
779, 1
780, 11
780, 1
780, 8
781, 1
782, 1
783, 11
783, 1
784, 1
784, 6
784, 15
785, 2
785, 1
785, 12
786, 1
786, 12
787, 1
787, 17
788, 11
788, 1
788, 17
789, 2
789, 12
790, 13
790, 3
790, 10
791, 4
791, 11
791, 2
792, 4
792, 11
792, 1
793, 13
793, 11
793, 10
794, 11
795, 11
795, 1
796, 2
796, 1
796, 12
797, 11
797, 1
797, 8
798, 1
798, 16
798, 7
799, 11
799, 1
799, 10
800, 11
800, 1
800, 8
801, 3
801, 4
801, 7
802, 11
803, 5
803, 2
803, 1
804, 5
804, 1
804, 17
805, 2
805, 1
805, 16
806, 1
807, 1
807, 14
807, 10
808, 11
808, 2
808, 1
809, 5
809, 11
809, 1
810, 11
811, 11
811, 1
812, 1
813, 11
813, 1
813, 14
814, 5
814, 1
814, 6
815, 3
815, 4
815, 1
816, 13
816, 4
816, 11
817, 2
817, 1
817, 16
818, 1
818, 12
819, 1
820, 11
820, 1
820, 12
821, 2
821, 1
821, 12
822, 13
822, 4
822, 11
823, 16
823, 12
824, 11
824, 1
825, 5
825, 1
825, 6
826, 3
826, 1
826, 6
827, 2
827, 1
827, 16
828, 1
828, 16
828, 12
829, 11
829, 10
829, 8
830, 11
830, 2
830, 1
831, 11
832, 1
833, 3
833, 4
833, 7
834, 3
834, 4
835, 1
836, 11
837, 13
837, 4
837, 14
838, 18
838, 12
839, 1
839, 12
840, 11
840, 15
841, 3
841, 2
841, 12
842, 11
842, 9
843, 5
843, 2
843, 1
844, 3
844, 2
844, 1
845, 4
845, 1
845, 12
846, 3
846, 2
846, 1
847, 3
847, 2
847, 12
848, 3
848, 4
848, 15
849, 11
850, 3
850, 4
850, 15
851, 1
851, 8
852, 5
852, 1
852, 6
853, 1
853, 18
853, 12
854, 1
854, 6
854, 15
855, 3
855, 4
855, 12
856, 1
856, 18
856, 16
857, 1
857, 12
858, 1
858, 18
858, 12
859, 3
859, 4
859, 9
860, 1
860, 18
861, 1
861, 18
861, 7
862, 1
863, 11
863, 2
864, 11
864, 1
864, 8
865, 11
865, 1
865, 8
866, 1
866, 7
867, 4
867, 1
867, 8
868, 1
868, 20
868, 8
869, 13
869, 14
869, 10
870, 18
870, 7
871, 5
871, 1
871, 6
872, 1
872, 16
872, 12
873, 11
873, 1
874, 1
875, 1
876, 5
876, 2
876, 1
877, 1
878, 4
878, 11
878, 1
879, 2
879, 1
879, 8
880, 1
881, 3
881, 4
881, 11
882, 3
882, 2
882, 1
883, 3
883, 5
883, 1
884, 1
884, 6
884, 12
885, 13
885, 3
885, 4
886, 13
886, 4
886, 11
887, 3
887, 2
887, 1
888, 1
888, 21
889, 2
889, 1
890, 3
890, 2
890, 1
891, 5
891, 11
891, 1
892, 3
892, 4
892, 1
893, 16
893, 12
894, 3
894, 12
895, 3
895, 2
895, 1
896, 13
896, 4
896, 14
897, 1
897, 17
897, 8
898, 1
898, 9
899, 1
899, 8
900, 13
900, 11
900, 2
901, 11
901, 1
901, 8
902, 3
902, 11
902, 2
903, 3
903, 4
903, 2
904, 5
904, 1
904, 21
905, 1
905, 18
905, 12
906, 4
906, 11
906, 10
907, 1
907, 12
908, 3
908, 4
908, 16
909, 5
909, 1
909, 21
910, 1
911, 1
912, 3
912, 2
912, 1
913, 4
913, 14
913, 10
914, 13
914, 4
914, 14
915, 2
915, 1
915, 16
916, 2
916, 1
916, 16
917, 5
917, 1
917, 17
918, 3
918, 5
918, 1
919, 1
919, 10
919, 16
920, 2
920, 1
920, 12
921, 3
921, 4
921, 14
922, 3
922, 1
923, 1
923, 8
923, 12
924, 3
924, 1
924, 16
925, 3
925, 2
925, 1
926, 18
926, 16
926, 12
927, 1
928, 1
929, 11
929, 1
929, 8
930, 1
930, 16
930, 8
931, 11
931, 1
932, 2
932, 1
932, 12
933, 2
933, 1
933, 12
934, 5
934, 1
934, 14
935, 1
936, 1
936, 7
936, 12
937, 1
937, 18
937, 7
938, 3
938, 4
938, 1
939, 11
939, 1
940, 1
941, 4
941, 14
941, 10
942, 18
942, 16
942, 12
943, 5
943, 2
943, 1
944, 1
944, 6
944, 15
945, 3
945, 2
945, 16
946, 5
946, 1
946, 21
947, 11
947, 2
947, 1
948, 2
948, 1
948, 12
949, 1
949, 15
950, 13
950, 4
950, 14
951, 4
951, 11
951, 1
952, 2
952, 1
952, 12
953, 16
953, 7
953, 12
954, 2
954, 1
954, 12
955, 16
955, 12
956, 1
956, 8
957, 3
957, 4
957, 12
958, 4
958, 1
958, 10
959, 1
959, 8
960, 4
960, 1
960, 6
961, 11
961, 1
961, 8
962, 3
962, 2
962, 1
963, 11
964, 11
964, 2
965, 13
965, 1
965, 8
966, 11
966, 2
967, 11
967, 14
968, 2
968, 1
969, 11
969, 1
969, 8
970, 13
970, 14
970, 10
971, 11
971, 2
972, 11
972, 1
973, 3
973, 2
973, 12
974, 2
974, 1
974, 12
975, 1
976, 3
976, 4
976, 7
977, 3
977, 2
977, 12
978, 4
978, 11
978, 14
979, 3
979, 5
979, 2
980, 13
980, 4
980, 1
981, 5
981, 2
981, 1
982, 1
982, 7
983, 11
983, 2
983, 1
984, 1
984, 15
984, 9
985, 4
985, 11
985, 15
986, 13
986, 4
986, 14
987, 1
987, 16
987, 12
988, 11
988, 17
988, 19
989, 11
989, 1
989, 8
990, 1
990, 9
991, 1
991, 8
991, 15
992, 1
992, 15
993, 2
993, 16
993, 12
